LearningPlatformUsefulnessArxiv,LearningPlatformUsefulnessBlogs,LearningPlatformUsefulnessCollege,LearningPlatformUsefulnessCompany,LearningPlatformUsefulnessConferences,LearningPlatformUsefulnessFriends,LearningPlatformUsefulnessKaggle,LearningPlatformUsefulnessNewsletters,LearningPlatformUsefulnessCommunities,LearningPlatformUsefulnessDocumentation,LearningPlatformUsefulnessCourses,LearningPlatformUsefulnessProjects,LearningPlatformUsefulnessPodcasts,LearningPlatformUsefulnessSO,LearningPlatformUsefulnessTextbook,LearningPlatformUsefulnessTradeBook,LearningPlatformUsefulnessTutoring,LearningPlatformUsefulnessYouTube,CurrentJobTitleSelect,MLMethodNextYearSelect,WorkChallengeFrequencyPolitics,WorkChallengeFrequencyUnusedResults,WorkChallengeFrequencyUnusefulInstrumenting,WorkChallengeFrequencyDeployment,WorkChallengeFrequencyDirtyData,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyPass,WorkChallengeFrequencyIntegration,WorkChallengeFrequencyTalent,WorkChallengeFrequencyDataFunds,WorkChallengeFrequencyDomainExpertise,WorkChallengeFrequencyML,WorkChallengeFrequencyTools,WorkChallengeFrequencyExpectations,WorkChallengeFrequencyITCoordination,WorkChallengeFrequencyHiringFunds,WorkChallengeFrequencyPrivacy,WorkChallengeFrequencyScaling,WorkChallengeFrequencyEnvironments,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,WorkChallengeFrequencyOtherSelect,WorkInternalVsExternalTools,FormalEducation,Age,DataScienceIdentitySelect,JobSatisfaction
NA,Somewhat useful,NA,Somewhat useful,Not Useful,Somewhat useful,NA,NA,NA,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Very useful,NA,NA,Somewhat useful,NA,Researcher,Deep learning,NA,NA,NA,NA,Often,Sometimes,NA,NA,NA,NA,NA,NA,Sometimes,Sometimes,Sometimes,NA,Most of the time,NA,Most of the time,Often,Sometimes,NA,More internal than external,Master's degree,36,Sort of (Explain more),8
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat useful,Programmer,Time Series Analysis,NA,NA,NA,NA,NA,NA,Rarely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entirely internal,Master's degree,53,No,7
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,Very useful,NA,NA,Very useful,NA,Somewhat useful,Very useful,NA,NA,Somewhat useful,Engineer,Neural Nets,NA,NA,NA,Sometimes,NA,NA,NA,NA,Often,NA,Often,NA,Rarely,NA,NA,NA,NA,NA,NA,NA,NA,Often,Entirely internal,Bachelor's degree,28,Sort of (Explain more),9
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,NA,NA,NA,Very useful,Programmer,Genetic & Evolutionary Algorithms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some college/university study without earning a bachelor's degree,19,No,NA
Somewhat useful,Very useful,NA,NA,NA,NA,Very useful,NA,NA,NA,Very useful,Very useful,NA,NA,NA,NA,NA,Somewhat useful,NA,Deep learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,23,No,NA
NA,Somewhat useful,NA,NA,Somewhat useful,NA,Somewhat useful,NA,NA,NA,NA,Somewhat useful,NA,NA,NA,NA,NA,NA,Data Analyst,Monte Carlo Methods,NA,NA,NA,NA,NA,Most of the time,NA,NA,Most of the time,NA,NA,NA,NA,NA,Most of the time,Most of the time,Often,NA,NA,NA,NA,NA,Entirely internal,Master's degree,34,Yes,8
NA,Somewhat useful,NA,NA,NA,NA,Somewhat useful,NA,NA,NA,Very useful,NA,NA,NA,NA,NA,NA,NA,Data Scientist,Monte Carlo Methods,NA,NA,NA,NA,NA,Often,NA,NA,Often,NA,Often,NA,Often,Most of the time,NA,NA,NA,Sometimes,NA,Most of the time,Sometimes,NA,Do not know,Master's degree,31,NA,7
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,21,No,NA
NA,Somewhat useful,Somewhat useful,NA,NA,NA,NA,NA,NA,NA,Somewhat useful,NA,NA,NA,NA,NA,NA,Very useful,Statistician,Neural Nets,Sometimes,NA,NA,Sometimes,NA,NA,NA,NA,NA,NA,Often,Often,NA,NA,NA,NA,NA,NA,NA,Often,Often,NA,More internal than external,Master's degree,39,Yes,8
NA,Somewhat useful,NA,NA,NA,NA,Somewhat useful,NA,NA,Very useful,Very useful,NA,NA,NA,NA,NA,NA,Somewhat useful,NA,Genetic & Evolutionary Algorithms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,41,No,NA
NA,NA,NA,NA,NA,NA,Very useful,Very useful,NA,NA,NA,Somewhat useful,NA,Very useful,NA,NA,NA,NA,Data Analyst,Neural Nets,Sometimes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA,More internal than external,Master's degree,32,Yes,7
Very useful,Very useful,NA,NA,NA,NA,Very useful,NA,NA,Somewhat useful,Very useful,Somewhat useful,NA,Very useful,Very useful,NA,NA,Very useful,Software Developer/Software Engineer,Neural Nets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,31,No,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,NA,NA,NA,NA,NA,NA,Very useful,Data Scientist,Deep learning,NA,NA,NA,Often,Often,NA,NA,NA,Often,NA,NA,NA,Often,NA,NA,NA,NA,Often,NA,NA,Often,NA,Entirely internal,Master's degree,29,NA,7
NA,NA,Very useful,NA,NA,NA,Very useful,NA,Very useful,NA,NA,NA,NA,Very useful,Very useful,NA,NA,NA,NA,Deep learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,24,Sort of (Explain more),NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scientist/Researcher,NA,NA,NA,NA,NA,NA,Most of the time,NA,NA,Most of the time,Most of the time,NA,NA,NA,NA,Sometimes,NA,NA,NA,NA,NA,Most of the time,NA,NA,Master's degree,31,Yes,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,NA,NA,NA,NA,Deep learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,25,Yes,NA
Very useful,NA,NA,NA,NA,NA,Very useful,NA,NA,NA,Very useful,NA,NA,NA,Somewhat useful,NA,NA,NA,Data Scientist,Neural Nets,Often,NA,NA,NA,Often,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA,NA,NA,Sometimes,NA,NA,More internal than external,Master's degree,31,NA,3
Very useful,Somewhat useful,NA,NA,NA,NA,Somewhat useful,NA,Somewhat useful,Very useful,Somewhat useful,Very useful,Not Useful,Very useful,NA,NA,NA,Somewhat useful,Data Scientist,Deep learning,Most of the time,NA,NA,Often,Sometimes,Often,NA,NA,Most of the time,NA,NA,NA,NA,Often,Most of the time,NA,Sometimes,Often,NA,NA,NA,NA,Approximately half internal and half external,Master's degree,26,NA,5
NA,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,NA,NA,Very useful,Very useful,NA,Very useful,Very useful,NA,Very useful,Very useful,Scientist/Researcher,Time Series Analysis,Most of the time,NA,NA,NA,NA,NA,Most of the time,NA,Often,NA,NA,Often,NA,Most of the time,NA,Most of the time,NA,NA,NA,NA,NA,NA,Entirely internal,Master's degree,28,Yes,8
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Machine Learning Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,24,Sort of (Explain more),NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA
NA,Somewhat useful,NA,NA,NA,NA,Somewhat useful,NA,NA,NA,NA,Very useful,NA,NA,NA,NA,NA,Very useful,Programmer,Deep learning,Most of the time,Often,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,More internal than external,Master's degree,41,Yes,7
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Software Developer/Software Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,34,Yes,NA
NA,NA,NA,NA,NA,NA,Very useful,Somewhat useful,NA,NA,NA,NA,NA,Very useful,NA,NA,NA,Somewhat useful,Business Analyst,Neural Nets,Often,NA,NA,NA,Sometimes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA,NA,Often,NA,Entirely internal,Master's degree,24,Yes,5
NA,Somewhat useful,NA,NA,NA,Somewhat useful,Somewhat useful,NA,NA,NA,Very useful,NA,NA,Very useful,NA,NA,NA,Somewhat useful,Data Scientist,Monte Carlo Methods,NA,NA,Often,NA,Often,NA,NA,NA,Sometimes,NA,Sometimes,NA,Often,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entirely internal,Doctoral degree,37,NA,9
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data Scientist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,25,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat useful,Very useful,NA,NA,Somewhat useful,NA,NA,Very useful,NA,Survival Analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,25,Yes,NA
NA,Somewhat useful,NA,NA,Somewhat useful,NA,NA,NA,NA,Very useful,NA,NA,NA,Somewhat useful,Very useful,NA,NA,Somewhat useful,Data Scientist,Bayesian Methods,NA,NA,NA,NA,Often,Sometimes,NA,NA,NA,NA,NA,NA,Sometimes,Sometimes,NA,Often,NA,NA,Sometimes,Often,NA,NA,More external than internal,Master's degree,53,NA,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Machine Learning Engineer,Deep learning,Sometimes,Sometimes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,More internal than external,Doctoral degree,34,Yes,9
Somewhat useful,Very useful,Very useful,NA,NA,NA,NA,Somewhat useful,Very useful,NA,Very useful,Very useful,NA,Very useful,Very useful,NA,NA,NA,Machine Learning Engineer,Deep learning,Most of the time,NA,Most of the time,NA,NA,NA,NA,NA,Most of the time,NA,Often,Sometimes,Often,Often,NA,NA,NA,NA,NA,Sometimes,NA,NA,More internal than external,Master's degree,38,Sort of (Explain more),9
Very useful,Somewhat useful,NA,NA,NA,NA,NA,Somewhat useful,NA,Very useful,Very useful,Very useful,NA,Somewhat useful,NA,NA,NA,Somewhat useful,NA,Neural Nets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,25,Yes,NA
NA,NA,Very useful,NA,NA,NA,Not Useful,Not Useful,NA,NA,Very useful,Very useful,NA,NA,Very useful,NA,NA,NA,Programmer,Neural Nets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,36,No,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Software Developer/Software Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,26,Yes,NA
Very useful,NA,Somewhat useful,NA,NA,NA,Very useful,NA,NA,Somewhat useful,NA,Somewhat useful,NA,Very useful,Very useful,NA,NA,NA,Researcher,Deep learning,Often,NA,NA,NA,Often,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Often,NA,NA,Most of the time,NA,More external than internal,Doctoral degree,30,Yes,8
Somewhat useful,Very useful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,Other,Neural Nets,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time,Often,NA,NA,NA,NA,NA,Most of the time,NA,NA,NA,NA,NA,NA,Entirely internal,Master's degree,34,Sort of (Explain more),5
NA,NA,NA,NA,Somewhat useful,NA,NA,NA,NA,NA,Very useful,Very useful,NA,Somewhat useful,NA,NA,NA,NA,Data Scientist,Deep learning,NA,NA,NA,NA,Often,NA,NA,NA,Often,NA,NA,NA,NA,Most of the time,NA,NA,NA,NA,NA,NA,NA,NA,Entirely internal,Master's degree,33,NA,10 - Highly Satisfied
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Software Developer/Software Engineer,NA,Sometimes,NA,NA,NA,NA,Often,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Often,Sometimes,NA,Doctoral degree,33,Sort of (Explain more),NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deep learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some college/university study without earning a bachelor's degree,25,No,NA
NA,NA,Somewhat useful,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat useful,NA,Somewhat useful,Somewhat useful,NA,Somewhat useful,Very useful,NA,Association Rules,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,30,Sort of (Explain more),NA
NA,NA,NA,NA,Somewhat useful,NA,Very useful,NA,NA,NA,Very useful,NA,Somewhat useful,Very useful,NA,NA,NA,Somewhat useful,Data Scientist,Cluster Analysis,NA,NA,NA,Often,Most of the time,NA,NA,Most of the time,NA,NA,NA,NA,NA,NA,NA,NA,Often,NA,Often,NA,NA,NA,Entirely internal,Doctoral degree,36,NA,8
NA,NA,NA,Very useful,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,NA,NA,NA,Very useful,Statistician,Rule Induction,Often,NA,NA,NA,Often,Often,NA,Often,NA,NA,NA,Often,NA,NA,Most of the time,NA,Sometimes,Most of the time,NA,Most of the time,NA,NA,More internal than external,Master's degree,39,No,6
NA,Very useful,NA,NA,NA,NA,NA,NA,Somewhat useful,Somewhat useful,Very useful,NA,Very useful,NA,NA,NA,NA,Very useful,NA,Anomaly Detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,19,No,NA
NA,NA,NA,NA,NA,NA,Somewhat useful,NA,NA,NA,Very useful,NA,NA,NA,Very useful,NA,NA,NA,Scientist/Researcher,Genetic & Evolutionary Algorithms,NA,NA,NA,NA,Often,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,Sometimes,NA,NA,NA,NA,NA,Entirely internal,Doctoral degree,63,Yes,10 - Highly Satisfied
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA
NA,NA,NA,NA,NA,NA,Very useful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Software Developer/Software Engineer,Deep learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,25,Sort of (Explain more),NA
NA,Very useful,NA,NA,NA,NA,Very useful,NA,NA,NA,NA,Very useful,NA,Very useful,NA,NA,NA,NA,Researcher,Text Mining,NA,Often,NA,Often,Most of the time,Sometimes,NA,Often,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA,More internal than external,Doctoral degree,53,Yes,10 - Highly Satisfied
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,Somewhat useful,NA,NA,Somewhat useful,NA,NA,NA,NA,NA,NA,NA,NA,Data Scientist,NA,Most of the time,NA,NA,NA,NA,NA,NA,NA,Most of the time,NA,NA,NA,NA,NA,NA,NA,NA,Often,NA,NA,NA,NA,Do not know,Doctoral degree,41,NA,1 - Highly Dissatisfied
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,NA,NA,NA,NA,Scientist/Researcher,Deep learning,NA,Sometimes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approximately half internal and half external,Doctoral degree,36,No,8
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I did not complete any formal education past high school,22,No,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,NA,NA,NA,NA,Computer Scientist,Neural Nets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,22,Sort of (Explain more),NA
NA,Very useful,NA,NA,Very useful,NA,Very useful,NA,Very useful,NA,Very useful,NA,NA,Very useful,NA,NA,NA,Very useful,Programmer,Deep learning,Often,NA,NA,NA,NA,NA,NA,NA,Often,NA,Sometimes,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA,NA,More internal than external,Master's degree,41,Sort of (Explain more),3
NA,Somewhat useful,Very useful,NA,NA,Somewhat useful,Very useful,NA,NA,Somewhat useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,NA,NA,Very useful,Data Scientist,Deep learning,NA,NA,NA,NA,Often,Often,NA,NA,NA,Sometimes,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA,NA,Often,NA,Approximately half internal and half external,Master's degree,53,NA,8
NA,NA,NA,NA,Somewhat useful,Somewhat useful,NA,NA,NA,Very useful,NA,NA,NA,Very useful,Very useful,NA,NA,Somewhat useful,Data Scientist,Deep learning,Sometimes,Often,NA,NA,Most of the time,NA,NA,NA,Often,NA,NA,NA,NA,NA,Most of the time,NA,Most of the time,NA,Sometimes,NA,NA,NA,More internal than external,Doctoral degree,38,NA,8
NA,Somewhat useful,NA,NA,NA,NA,Somewhat useful,NA,NA,NA,Very useful,Very useful,NA,NA,NA,NA,Somewhat useful,Very useful,Other,Neural Nets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,29,No,NA
Somewhat useful,Somewhat useful,NA,Somewhat useful,Very useful,NA,NA,NA,NA,NA,NA,Somewhat useful,NA,Very useful,NA,NA,NA,NA,Data Scientist,Social Network Analysis,Often,Most of the time,Often,NA,Often,Sometimes,NA,NA,Sometimes,NA,NA,NA,NA,NA,NA,Sometimes,Most of the time,NA,NA,Most of the time,NA,NA,More internal than external,Doctoral degree,30,NA,7
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA
NA,Somewhat useful,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,NA,NA,NA,NA,NA,Somewhat useful,Scientist/Researcher,Deep learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doctoral degree,44,No,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,20,No,NA
Very useful,Very useful,NA,NA,NA,NA,Very useful,NA,NA,NA,Very useful,Very useful,NA,Very useful,NA,NA,NA,Very useful,Researcher,Deep learning,NA,NA,NA,NA,Often,Most of the time,NA,NA,Most of the time,NA,Most of the time,Sometimes,Sometimes,NA,NA,NA,NA,NA,Often,Most of the time,NA,NA,Entirely internal,Doctoral degree,47,Sort of (Explain more),4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Software Developer/Software Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,27,No,NA
Very useful,Very useful,Not Useful,Very useful,Not Useful,NA,NA,NA,NA,Very useful,Very useful,Very useful,NA,Very useful,Very useful,NA,Very useful,NA,Statistician,Deep learning,Often,NA,NA,NA,Often,Sometimes,NA,NA,NA,NA,NA,Sometimes,Sometimes,NA,Often,Most of the time,NA,Sometimes,Most of the time,Sometimes,NA,NA,More external than internal,Master's degree,26,Sort of (Explain more),5
NA,Somewhat useful,Somewhat useful,NA,NA,NA,NA,NA,NA,NA,Somewhat useful,NA,NA,NA,NA,NA,NA,Somewhat useful,Other,Neural Nets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional degree,34,No,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,50,Sort of (Explain more),NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data Miner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,29,Sort of (Explain more),NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some college/university study without earning a bachelor's degree,20,Sort of (Explain more),NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Statistician,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,31,Sort of (Explain more),NA
Very useful,Somewhat useful,NA,NA,NA,NA,Somewhat useful,NA,NA,Somewhat useful,Very useful,Very useful,NA,Somewhat useful,NA,NA,NA,Somewhat useful,Data Scientist,Proprietary Algorithms,NA,NA,NA,NA,Most of the time,Sometimes,NA,NA,Sometimes,NA,NA,NA,NA,Sometimes,NA,NA,Sometimes,NA,NA,NA,NA,NA,More internal than external,Doctoral degree,34,NA,9
NA,Very useful,NA,NA,Very useful,Somewhat useful,NA,NA,Somewhat useful,NA,Very useful,Somewhat useful,Very useful,NA,NA,Somewhat useful,Very useful,Somewhat useful,Data Scientist,Deep learning,Often,Often,NA,NA,Most of the time,Often,NA,NA,Most of the time,Most of the time,Often,Often,Sometimes,Rarely,NA,Rarely,Most of the time,NA,NA,Sometimes,Often,NA,Approximately half internal and half external,Bachelor's degree,44,NA,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data Scientist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doctoral degree,30,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data Scientist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,26,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Business Analyst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,23,No,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Software Developer/Software Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,60,No,NA
